origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
ABQ,2017,1,1,0,32,-9.94,15.42,330,20.714039999999997,23.837302951199995,NA,1029.4,10,2017-01-01T07:00:00Z
ABQ,2017,1,1,1,30.02,-11.02,15.84,350,16.11092,18.5401245176,NA,1031,10,2017-01-01T08:00:00Z
ABQ,2017,1,1,2,28.94,-11.92,15.82,340,17.261699999999998,19.864419125999994,NA,1032.1,10,2017-01-01T09:00:00Z
ABQ,2017,1,1,3,26.96,-9.94,18.93,330,23.0156,26.485892167999996,NA,1033.2,10,2017-01-01T10:00:00Z
ABQ,2017,1,1,4,26.06,-7.96,21.66,340,8.05546,9.2700622588,NA,1034.2,10,2017-01-01T11:00:00Z
ABQ,2017,1,1,5,23,-7.06,25.71,360,8.05546,9.2700622588,NA,1035.3,10,2017-01-01T12:00:00Z
ABQ,2017,1,1,6,21.02,-7.06,27.95,0,0,0,NA,1036.1,10,2017-01-01T13:00:00Z
ABQ,2017,1,1,7,21.02,-5.98,29.45,360,8.05546,9.2700622588,NA,1036.2,10,2017-01-01T14:00:00Z
ABQ,2017,1,1,8,19.04,-5.98,32.05,340,6.904679999999999,7.945767650399998,NA,1036.9,10,2017-01-01T15:00:00Z
ABQ,2017,1,1,9,17.06,-5.08,36.44,30,5.7539,6.621473041999999,NA,1038.2,10,2017-01-01T16:00:00Z
ABQ,2017,1,1,10,17.06,-5.08,36.44,0,0,0,NA,1038.5,10,2017-01-01T17:00:00Z
ABQ,2017,1,1,11,15.98,-5.08,38.19,30,4.60312,5.297178433599999,NA,1039.6,10,2017-01-01T18:00:00Z
ABQ,2017,1,1,12,15.08,-5.08,39.71,40,4.60312,5.297178433599999,NA,1040.4,10,2017-01-01T19:00:00Z
ABQ,2017,1,1,13,15.08,-5.08,39.71,10,8.05546,9.2700622588,NA,1041.4,10,2017-01-01T20:00:00Z
ABQ,2017,1,1,14,15.98,-5.08,38.19,10,10.357019999999999,11.918651475599997,NA,1041.7,10,2017-01-01T21:00:00Z
ABQ,2017,1,1,15,19.04,-5.08,33.47,10,10.357019999999999,11.918651475599997,NA,1042.7,10,2017-01-01T22:00:00Z
ABQ,2017,1,1,16,21.92,-5.08,29.61,360,10.357019999999999,11.918651475599997,NA,1042.6,10,2017-01-01T23:00:00Z
ABQ,2017,1,1,17,26.06,-7.06,22.63,350,11.5078,13.242946083999998,NA,1041.9,10,2017-01-02T00:00:00Z
ABQ,2017,1,1,18,28.94,-9.04,18.25,340,10.357019999999999,11.918651475599997,NA,1040.9,10,2017-01-02T01:00:00Z
ABQ,2017,1,1,19,30.92,-9.04,16.83,330,9.20624,10.594356867199998,NA,1039.6,10,2017-01-02T02:00:00Z
ABQ,2017,1,1,20,33.08,-11.02,13.99,340,4.60312,5.297178433599999,NA,1039.2,10,2017-01-02T03:00:00Z
ABQ,2017,1,1,21,33.98,-11.02,13.5,0,0,0,NA,1038.7,10,2017-01-02T04:00:00Z
ABQ,2017,1,1,22,35.06,-11.02,12.93,20,3.4523399999999995,3.972883825199999,NA,1038.5,10,2017-01-02T05:00:00Z
ABQ,2017,1,1,23,33.08,-11.02,13.99,340,3.4523399999999995,3.972883825199999,NA,1039.1,10,2017-01-02T06:00:00Z
ABQ,2017,1,2,0,30.92,-9.94,16.1,360,4.60312,5.297178433599999,NA,1039.9,10,2017-01-02T07:00:00Z
ABQ,2017,1,2,1,28.94,-7.96,19.24,30,4.60312,5.297178433599999,NA,1040.4,10,2017-01-02T08:00:00Z
ABQ,2017,1,2,2,28.94,-7.06,20.1,350,3.4523399999999995,3.972883825199999,NA,1040.3,10,2017-01-02T09:00:00Z
ABQ,2017,1,2,3,26.06,-5.08,24.9,0,0,0,NA,1040.2,10,2017-01-02T10:00:00Z
ABQ,2017,1,2,4,24.98,-4,27.43,10,8.05546,9.2700622588,NA,1039.9,10,2017-01-02T11:00:00Z
ABQ,2017,1,2,5,23,-2.02,32.74,360,4.60312,5.297178433599999,NA,1039.5,10,2017-01-02T12:00:00Z
ABQ,2017,1,2,6,21.92,-2.02,34.27,360,4.60312,5.297178433599999,NA,1039.5,10,2017-01-02T13:00:00Z
ABQ,2017,1,2,7,17.96,-2.02,40.57,0,0,0,NA,1039.7,10,2017-01-02T14:00:00Z
ABQ,2017,1,2,8,19.04,-0.94,40.76,0,0,0,NA,1039.6,10,2017-01-02T15:00:00Z
ABQ,2017,1,2,9,17.96,-0.94,42.69,10,5.7539,6.621473041999999,NA,1039.5,10,2017-01-02T16:00:00Z
ABQ,2017,1,2,10,17.06,-0.04,46.3,360,8.05546,9.2700622588,NA,1039.2,10,2017-01-02T17:00:00Z
ABQ,2017,1,2,11,15.98,-0.04,48.52,350,8.05546,9.2700622588,NA,1039.8,10,2017-01-02T18:00:00Z
ABQ,2017,1,2,12,17.06,-0.94,44.38,360,10.357019999999999,11.918651475599997,NA,1040,10,2017-01-02T19:00:00Z
ABQ,2017,1,2,13,17.06,-0.94,44.38,350,8.05546,9.2700622588,NA,1040.1,10,2017-01-02T20:00:00Z
ABQ,2017,1,2,14,17.06,-0.04,46.3,320,6.904679999999999,7.945767650399998,NA,1039.9,10,2017-01-02T21:00:00Z
ABQ,2017,1,2,15,19.04,1.04,44.73,350,5.7539,6.621473041999999,NA,1040.5,10,2017-01-02T22:00:00Z
ABQ,2017,1,2,16,23,1.94,39.43,0,0,0,NA,1041,10,2017-01-02T23:00:00Z
ABQ,2017,1,2,17,24.98,1.94,36.3,0,0,0,NA,1040.1,10,2017-01-03T00:00:00Z
ABQ,2017,1,2,18,30.02,1.04,28.29,0,0,0,NA,1038.5,10,2017-01-03T01:00:00Z
ABQ,2017,1,2,19,33.98,-2.02,20.88,0,0,0,NA,1036.7,10,2017-01-03T02:00:00Z
ABQ,2017,1,2,20,35.06,-0.04,21.96,0,0,0,NA,1035.3,10,2017-01-03T03:00:00Z
ABQ,2017,1,2,21,37.94,1.94,21.49,0,0,0,NA,1034,10,2017-01-03T04:00:00Z
ABQ,2017,1,2,22,37.04,3.92,24.4,0,0,0,NA,1033.9,10,2017-01-03T05:00:00Z
ABQ,2017,1,2,23,35.96,5,26.76,250,4.60312,5.297178433599999,NA,1034.1,10,2017-01-03T06:00:00Z
ABQ,2017,1,3,0,35.06,3.92,26.39,0,0,0,NA,1034.2,10,2017-01-03T07:00:00Z
ABQ,2017,1,3,1,35.06,3.92,26.39,0,0,0,NA,1034,10,2017-01-03T08:00:00Z
ABQ,2017,1,3,2,33.98,5,28.96,0,0,0,NA,1034,10,2017-01-03T09:00:00Z
ABQ,2017,1,3,3,28.04,6.98,40.31,120,3.4523399999999995,3.972883825199999,NA,1034,10,2017-01-03T10:00:00Z
ABQ,2017,1,3,4,28.94,6.08,37.29,0,0,0,NA,1033.6,10,2017-01-03T11:00:00Z
ABQ,2017,1,3,5,26.06,6.98,43.74,90,3.4523399999999995,3.972883825199999,NA,1033.3,10,2017-01-03T12:00:00Z
ABQ,2017,1,3,6,26.96,6.98,42.14,0,0,0,NA,1032.1,10,2017-01-03T13:00:00Z
ABQ,2017,1,3,7,26.06,6.98,43.74,0,0,0,NA,1031,10,2017-01-03T14:00:00Z
ABQ,2017,1,3,8,24.98,6.98,45.74,40,4.60312,5.297178433599999,NA,1030.8,10,2017-01-03T15:00:00Z
ABQ,2017,1,3,9,21.92,6.98,52.01,330,3.4523399999999995,3.972883825199999,NA,1030.9,10,2017-01-03T16:00:00Z
ABQ,2017,1,3,10,21.92,8.06,54.61,50,3.4523399999999995,3.972883825199999,NA,1030.6,10,2017-01-03T17:00:00Z
ABQ,2017,1,3,11,21.02,8.06,56.73,300,5.7539,6.621473041999999,NA,1030.1,10,2017-01-03T18:00:00Z
ABQ,2017,1,3,12,19.94,8.06,59.4,20,5.7539,6.621473041999999,NA,1030.8,10,2017-01-03T19:00:00Z
ABQ,2017,1,3,13,19.04,8.96,64.28,270,5.7539,6.621473041999999,NA,1031,10,2017-01-03T20:00:00Z
ABQ,2017,1,3,14,21.02,8.96,59.08,20,3.4523399999999995,3.972883825199999,NA,1030.6,10,2017-01-03T21:00:00Z
ABQ,2017,1,3,15,24.08,10.04,54.51,0,0,0,NA,1031.8,10,2017-01-03T22:00:00Z
ABQ,2017,1,3,16,30.02,10.04,42.66,0,0,0,NA,1031,10,2017-01-03T23:00:00Z
ABQ,2017,1,3,17,35.06,8.96,33.19,0,0,0,NA,1029.8,10,2017-01-04T00:00:00Z
ABQ,2017,1,3,18,37.94,8.96,29.62,220,4.60312,5.297178433599999,NA,1028.1,10,2017-01-04T01:00:00Z
ABQ,2017,1,3,19,39.92,8.06,26.33,NA,5.7539,6.621473041999999,NA,1026.1,10,2017-01-04T02:00:00Z
ABQ,2017,1,3,20,42.08,8.06,24.22,180,3.4523399999999995,3.972883825199999,NA,1025.2,10,2017-01-04T03:00:00Z
ABQ,2017,1,3,21,42.98,8.06,23.39,210,5.7539,6.621473041999999,NA,1024.5,10,2017-01-04T04:00:00Z
ABQ,2017,1,3,22,42.98,8.96,24.36,180,6.904679999999999,7.945767650399998,NA,1024.5,10,2017-01-04T05:00:00Z
ABQ,2017,1,3,23,39.92,8.96,27.42,200,4.60312,5.297178433599999,NA,1024.6,10,2017-01-04T06:00:00Z
ABQ,2017,1,4,0,39.02,8.96,28.4,200,3.4523399999999995,3.972883825199999,NA,1025,10,2017-01-04T07:00:00Z
ABQ,2017,1,4,1,33.08,8.96,35.92,120,3.4523399999999995,3.972883825199999,NA,1026.4,10,2017-01-04T08:00:00Z
ABQ,2017,1,4,2,33.08,10.04,37.7,120,5.7539,6.621473041999999,NA,1026.1,10,2017-01-04T09:00:00Z
ABQ,2017,1,4,3,35.96,10.94,34.99,100,4.60312,5.297178433599999,NA,1025.3,10,2017-01-04T10:00:00Z
ABQ,2017,1,4,4,33.98,12.02,39.72,120,4.60312,5.297178433599999,NA,1024.7,10,2017-01-04T11:00:00Z
ABQ,2017,1,4,5,35.06,12.92,39.58,120,3.4523399999999995,3.972883825199999,NA,1023.9,10,2017-01-04T12:00:00Z
ABQ,2017,1,4,6,35.96,12.92,38.2,100,3.4523399999999995,3.972883825199999,NA,1022.4,10,2017-01-04T13:00:00Z
ABQ,2017,1,4,7,33.98,12.92,41.33,0,0,0,NA,1022.3,10,2017-01-04T14:00:00Z
ABQ,2017,1,4,8,33.98,15.08,45.43,0,0,0,NA,1021.9,10,2017-01-04T15:00:00Z
ABQ,2017,1,4,9,35.96,15.08,41.99,120,3.4523399999999995,3.972883825199999,NA,1021.5,10,2017-01-04T16:00:00Z
ABQ,2017,1,4,10,35.96,15.08,41.99,0,0,0,NA,1021.2,10,2017-01-04T17:00:00Z
ABQ,2017,1,4,11,35.06,15.98,45.26,0,0,0,NA,1021.5,10,2017-01-04T18:00:00Z
ABQ,2017,1,4,12,33.98,15.98,47.25,0,0,0,NA,1021.7,10,2017-01-04T19:00:00Z
ABQ,2017,1,4,13,37.04,15.98,41.84,0,0,0,NA,1022.6,10,2017-01-04T20:00:00Z
ABQ,2017,1,4,14,35.06,15.08,43.52,240,3.4523399999999995,3.972883825199999,NA,1023.3,10,2017-01-04T21:00:00Z
ABQ,2017,1,4,15,35.06,17.06,47.42,150,4.60312,5.297178433599999,NA,1023.6,10,2017-01-04T22:00:00Z
ABQ,2017,1,4,16,37.04,15.08,40.24,190,9.20624,10.594356867199998,NA,1024.1,10,2017-01-04T23:00:00Z
ABQ,2017,1,4,17,39.92,14,34.29,0,0,0,NA,1022.8,10,2017-01-05T00:00:00Z
ABQ,2017,1,4,18,42.98,14,30.47,180,5.7539,6.621473041999999,NA,1021.3,10,2017-01-05T01:00:00Z
ABQ,2017,1,4,19,44.96,17.06,32.27,220,5.7539,6.621473041999999,NA,1019.9,10,2017-01-05T02:00:00Z
ABQ,2017,1,4,20,48.02,21.02,34.06,0,0,0,NA,1018.8,10,2017-01-05T03:00:00Z
ABQ,2017,1,4,21,50,21.92,32.86,70,6.904679999999999,7.945767650399998,NA,1017.4,10,2017-01-05T04:00:00Z
ABQ,2017,1,4,22,50,24.08,35.98,70,5.7539,6.621473041999999,NA,1017.2,10,2017-01-05T05:00:00Z
ABQ,2017,1,4,23,46.04,23,39.9,50,5.7539,6.621473041999999,NA,1018.5,10,2017-01-05T06:00:00Z
ABQ,2017,1,5,0,44.96,24.98,45.15,0,0,0,NA,1018.7,10,2017-01-05T07:00:00Z
ABQ,2017,1,5,1,48.02,24.98,40.22,0,0,0,NA,1018.6,10,2017-01-05T08:00:00Z
ABQ,2017,1,5,2,46.04,28.04,49.19,260,9.20624,10.594356867199998,NA,1018.8,10,2017-01-05T09:00:00Z
ABQ,2017,1,5,3,44.06,28.94,55.02,120,3.4523399999999995,3.972883825199999,NA,1019.3,10,2017-01-05T10:00:00Z
ABQ,2017,1,5,4,44.06,30.92,59.64,240,4.60312,5.297178433599999,NA,1018.9,10,2017-01-05T11:00:00Z
ABQ,2017,1,5,5,35.96,28.04,72.66,110,6.904679999999999,7.945767650399998,NA,1019.3,10,2017-01-05T12:00:00Z
ABQ,2017,1,5,6,35.06,28.04,75.31,140,8.05546,9.2700622588,NA,1018.4,10,2017-01-05T13:00:00Z
ABQ,2017,1,5,7,35.06,28.04,75.31,110,3.4523399999999995,3.972883825199999,NA,1018,10,2017-01-05T14:00:00Z
ABQ,2017,1,5,8,37.04,30.02,75.5,100,5.7539,6.621473041999999,NA,1016.8,10,2017-01-05T15:00:00Z
ABQ,2017,1,5,9,37.04,30.02,75.5,110,6.904679999999999,7.945767650399998,NA,1015.8,10,2017-01-05T16:00:00Z
ABQ,2017,1,5,10,37.94,30.02,72.87,100,5.7539,6.621473041999999,NA,1015.3,10,2017-01-05T17:00:00Z
ABQ,2017,1,5,11,39.02,30.92,72.46,0,0,0,NA,1015.7,10,2017-01-05T18:00:00Z
ABQ,2017,1,5,12,39.02,30.92,72.46,0,0,0,NA,1016.2,10,2017-01-05T19:00:00Z
ABQ,2017,1,5,13,37.94,30.02,72.87,160,4.60312,5.297178433599999,NA,1015.6,10,2017-01-05T20:00:00Z
ABQ,2017,1,5,14,35.96,30.02,78.79,140,4.60312,5.297178433599999,NA,1016.3,10,2017-01-05T21:00:00Z
ABQ,2017,1,5,15,39.02,32,75.69,150,5.7539,6.621473041999999,NA,1016.7,10,2017-01-05T22:00:00Z
ABQ,2017,1,5,16,44.06,33.98,67.45,170,13.809359999999998,15.891535300799996,NA,1016,10,2017-01-05T23:00:00Z
ABQ,2017,1,5,17,46.04,33.98,62.56,190,14.960139999999999,17.215829909199996,NA,1016.2,10,2017-01-06T00:00:00Z
ABQ,2017,1,5,18,48.92,33.08,54.15,190,17.261699999999998,19.864419125999994,NA,1014.3,10,2017-01-06T01:00:00Z
ABQ,2017,1,5,19,55.04,32,41.38,190,16.11092,18.5401245176,NA,1012.3,10,2017-01-06T02:00:00Z
ABQ,2017,1,5,20,55.94,30.02,36.96,190,14.960139999999999,17.215829909199996,NA,1010.5,10,2017-01-06T03:00:00Z
ABQ,2017,1,5,21,53.96,28.94,38.01,180,13.809359999999998,15.891535300799996,NA,1009.9,10,2017-01-06T04:00:00Z
ABQ,2017,1,5,22,53.06,30.92,42.58,190,18.41248,21.188713734399997,NA,1009.8,10,2017-01-06T05:00:00Z
ABQ,2017,1,5,23,53.06,32,44.48,200,16.11092,18.5401245176,NA,1009.9,10,2017-01-06T06:00:00Z
ABQ,2017,1,6,0,51.98,32,46.28,190,10.357019999999999,11.918651475599997,NA,1009.8,10,2017-01-06T07:00:00Z
ABQ,2017,1,6,1,51.08,30.92,45.81,190,10.357019999999999,11.918651475599997,NA,1010.1,10,2017-01-06T08:00:00Z
ABQ,2017,1,6,2,50,30.02,45.97,210,9.20624,10.594356867199998,NA,1010.8,10,2017-01-06T09:00:00Z
ABQ,2017,1,6,3,50,28.94,43.99,200,8.05546,9.2700622588,NA,1010,10,2017-01-06T10:00:00Z
ABQ,2017,1,6,4,50,30.02,45.97,180,8.05546,9.2700622588,NA,1009.6,10,2017-01-06T11:00:00Z
ABQ,2017,1,6,5,50,28.94,43.99,210,5.7539,6.621473041999999,NA,1009,10,2017-01-06T12:00:00Z
ABQ,2017,1,6,6,48.02,28.94,47.36,130,6.904679999999999,7.945767650399998,NA,1008.2,10,2017-01-06T13:00:00Z
ABQ,2017,1,6,7,46.94,28.04,47.54,180,6.904679999999999,7.945767650399998,NA,1007.5,10,2017-01-06T14:00:00Z
ABQ,2017,1,6,8,46.04,28.94,51.03,170,5.7539,6.621473041999999,NA,1007.3,10,2017-01-06T15:00:00Z
ABQ,2017,1,6,9,48.02,30.02,49.5,190,13.809359999999998,15.891535300799996,NA,1006.9,10,2017-01-06T16:00:00Z
ABQ,2017,1,6,10,46.94,30.02,51.55,190,13.809359999999998,15.891535300799996,NA,1006.8,10,2017-01-06T17:00:00Z
ABQ,2017,1,6,11,46.94,30.02,51.55,200,14.960139999999999,17.215829909199996,NA,1006.6,10,2017-01-06T18:00:00Z
ABQ,2017,1,6,12,46.94,30.92,53.47,190,13.809359999999998,15.891535300799996,NA,1007.6,10,2017-01-06T19:00:00Z
ABQ,2017,1,6,13,44.96,30.02,55.56,180,10.357019999999999,11.918651475599997,NA,1008,10,2017-01-06T20:00:00Z
ABQ,2017,1,6,14,46.04,30.02,53.33,200,11.5078,13.242946083999998,NA,1008.4,10,2017-01-06T21:00:00Z
ABQ,2017,1,6,15,48.02,30.92,51.34,200,13.809359999999998,15.891535300799996,NA,1008.2,10,2017-01-06T22:00:00Z
ABQ,2017,1,6,16,50,32,49.81,200,12.658579999999999,14.567240692399997,NA,1008.5,10,2017-01-06T23:00:00Z
ABQ,2017,1,6,17,53.06,32,44.48,200,13.809359999999998,15.891535300799996,NA,1007.5,10,2017-01-07T00:00:00Z
ABQ,2017,1,6,18,51.98,33.98,50.11,210,11.5078,13.242946083999998,NA,1006.7,10,2017-01-07T01:00:00Z
ABQ,2017,1,6,19,46.04,37.94,73.18,270,17.261699999999998,19.864419125999994,0.06,1007.1,10,2017-01-07T02:00:00Z
ABQ,2017,1,6,20,44.6,37.4,75.68,270,21.864819999999998,25.161597559599997,0.03,NA,4,2017-01-07T03:00:00Z
ABQ,2017,1,6,21,46.04,37.04,70.64,240,14.960139999999999,17.215829909199996,NA,1006.6,10,2017-01-07T04:00:00Z
ABQ,2017,1,6,22,42.08,37.04,82.17,270,23.0156,26.485892167999996,0.01,1008,8,2017-01-07T05:00:00Z
ABQ,2017,1,6,23,42.8,35.6,75.5,260,20.714039999999997,23.837302951199995,NA,NA,10,2017-01-07T06:00:00Z
ABQ,2017,1,7,0,42.08,33.98,72.78,270,8.05546,9.2700622588,NA,1008.3,10,2017-01-07T07:00:00Z
ABQ,2017,1,7,1,39.92,35.06,82.6,150,8.05546,9.2700622588,NA,1009.2,10,2017-01-07T08:00:00Z
ABQ,2017,1,7,2,37.94,35.06,89.25,150,8.05546,9.2700622588,NA,1009,10,2017-01-07T09:00:00Z
ABQ,2017,1,7,3,37.94,35.06,89.25,160,9.20624,10.594356867199998,NA,1008.6,10,2017-01-07T10:00:00Z
ABQ,2017,1,7,4,37.94,33.98,85.49,150,9.20624,10.594356867199998,NA,1008.6,10,2017-01-07T11:00:00Z
ABQ,2017,1,7,5,37.94,33.98,85.49,180,4.60312,5.297178433599999,NA,1008.6,10,2017-01-07T12:00:00Z
ABQ,2017,1,7,6,35.96,33.08,89.16,120,6.904679999999999,7.945767650399998,NA,1008.5,10,2017-01-07T13:00:00Z
ABQ,2017,1,7,7,35.96,32,85.37,120,6.904679999999999,7.945767650399998,NA,1008.6,10,2017-01-07T14:00:00Z
ABQ,2017,1,7,8,37.94,32,78.96,0,0,0,NA,1008.5,10,2017-01-07T15:00:00Z
ABQ,2017,1,7,9,39.02,33.08,79.05,60,3.4523399999999995,3.972883825199999,NA,1008.2,10,2017-01-07T16:00:00Z
ABQ,2017,1,7,10,37.94,33.08,82.46,130,4.60312,5.297178433599999,NA,1008.1,10,2017-01-07T17:00:00Z
ABQ,2017,1,7,11,37.04,33.08,85.43,130,10.357019999999999,11.918651475599997,NA,1008.3,10,2017-01-07T18:00:00Z
ABQ,2017,1,7,12,37.04,33.98,88.57,120,8.05546,9.2700622588,NA,1007.8,10,2017-01-07T19:00:00Z
ABQ,2017,1,7,13,37.94,33.98,85.49,100,5.7539,6.621473041999999,NA,1007.7,10,2017-01-07T20:00:00Z
ABQ,2017,1,7,14,39.2,33.8,80.79,120,3.4523399999999995,3.972883825199999,NA,NA,9,2017-01-07T21:00:00Z
ABQ,2017,1,7,15,37.4,33.8,86.69,140,5.7539,6.621473041999999,NA,NA,10,2017-01-07T22:00:00Z
ABQ,2017,1,7,16,41,35.06,79.21,120,4.60312,5.297178433599999,NA,1006.9,10,2017-01-07T23:00:00Z
ABQ,2017,1,7,17,46.04,37.04,70.64,180,16.11092,18.5401245176,NA,1006.3,10,2017-01-08T00:00:00Z
ABQ,2017,1,7,18,46.04,33.98,62.56,210,17.261699999999998,19.864419125999994,NA,1005.3,10,2017-01-08T01:00:00Z
ABQ,2017,1,7,19,46.94,33.98,60.47,210,10.357019999999999,11.918651475599997,NA,1003.9,10,2017-01-08T02:00:00Z
ABQ,2017,1,7,20,44.6,33.8,65.61,240,6.904679999999999,7.945767650399998,0.03,NA,10,2017-01-08T03:00:00Z
ABQ,2017,1,7,21,46.04,32,57.78,230,16.11092,18.5401245176,NA,1004.5,10,2017-01-08T04:00:00Z
ABQ,2017,1,7,22,44.06,33.98,67.45,210,12.658579999999999,14.567240692399997,NA,1005.5,10,2017-01-08T05:00:00Z
ABQ,2017,1,7,23,37.04,33.98,88.57,270,16.11092,18.5401245176,0.01,1008.2,10,2017-01-08T06:00:00Z
ABQ,2017,1,8,0,37.04,33.08,85.43,0,0,0,NA,1009.2,10,2017-01-08T07:00:00Z
ABQ,2017,1,8,1,37.94,30.02,72.87,250,14.960139999999999,17.215829909199996,NA,1010.3,10,2017-01-08T08:00:00Z
ABQ,2017,1,8,2,37.04,28.04,69.63,280,5.7539,6.621473041999999,NA,1012.1,10,2017-01-08T09:00:00Z
ABQ,2017,1,8,3,35.96,24.98,64.03,300,6.904679999999999,7.945767650399998,NA,1014,10,2017-01-08T10:00:00Z
ABQ,2017,1,8,4,33.98,26.96,75.2,60,3.4523399999999995,3.972883825199999,NA,1014.9,10,2017-01-08T11:00:00Z
ABQ,2017,1,8,5,33.08,26.06,75.11,40,4.60312,5.297178433599999,NA,1015.4,10,2017-01-08T12:00:00Z
ABQ,2017,1,8,6,33.08,24.08,69.17,40,3.4523399999999995,3.972883825199999,NA,1016.2,10,2017-01-08T13:00:00Z
ABQ,2017,1,8,7,33.08,21.02,60.81,350,8.05546,9.2700622588,NA,1016.3,10,2017-01-08T14:00:00Z
ABQ,2017,1,8,8,32,19.94,60.66,360,4.60312,5.297178433599999,NA,1017.7,10,2017-01-08T15:00:00Z
ABQ,2017,1,8,9,32,19.04,58.37,340,6.904679999999999,7.945767650399998,NA,1018.6,10,2017-01-08T16:00:00Z
ABQ,2017,1,8,10,30.02,19.04,63.24,350,10.357019999999999,11.918651475599997,NA,1019.9,10,2017-01-08T17:00:00Z
ABQ,2017,1,8,11,28.04,19.04,68.57,320,5.7539,6.621473041999999,NA,1021.3,10,2017-01-08T18:00:00Z
ABQ,2017,1,8,12,26.96,19.04,71.69,320,10.357019999999999,11.918651475599997,NA,1023,10,2017-01-08T19:00:00Z
ABQ,2017,1,8,13,26.96,19.94,74.5,350,6.904679999999999,7.945767650399998,NA,1023.8,10,2017-01-08T20:00:00Z
ABQ,2017,1,8,14,28.04,19.94,71.26,350,8.05546,9.2700622588,NA,1024.5,10,2017-01-08T21:00:00Z
ABQ,2017,1,8,15,30.02,21.02,68.81,350,9.20624,10.594356867199998,NA,1025,10,2017-01-08T22:00:00Z
ABQ,2017,1,8,16,32,21.02,63.51,330,11.5078,13.242946083999998,NA,1025.3,10,2017-01-08T23:00:00Z
ABQ,2017,1,8,17,33.98,21.02,58.66,330,9.20624,10.594356867199998,NA,1024.9,10,2017-01-09T00:00:00Z
ABQ,2017,1,8,18,35.06,19.94,53.66,150,3.4523399999999995,3.972883825199999,NA,1023.9,10,2017-01-09T01:00:00Z
ABQ,2017,1,8,19,37.04,19.94,49.62,0,0,0,NA,1022.6,10,2017-01-09T02:00:00Z
ABQ,2017,1,8,20,39.02,19.04,44.18,NA,3.4523399999999995,3.972883825199999,NA,1021.7,10,2017-01-09T03:00:00Z
ABQ,2017,1,8,21,39.02,17.06,40.57,320,8.05546,9.2700622588,NA,1021.7,10,2017-01-09T04:00:00Z
ABQ,2017,1,8,22,39.02,19.04,44.18,NA,3.4523399999999995,3.972883825199999,NA,1022.1,10,2017-01-09T05:00:00Z
ABQ,2017,1,8,23,37.94,19.04,46.09,210,4.60312,5.297178433599999,NA,1022.8,10,2017-01-09T06:00:00Z
ABQ,2017,1,9,0,37.04,19.04,47.75,0,0,0,NA,1023.3,10,2017-01-09T07:00:00Z
ABQ,2017,1,9,1,33.08,21.92,63.17,80,4.60312,5.297178433599999,NA,1023.4,10,2017-01-09T08:00:00Z
ABQ,2017,1,9,2,30.02,21.92,71.48,140,5.7539,6.621473041999999,NA,1023.3,10,2017-01-09T09:00:00Z
ABQ,2017,1,9,3,33.08,21.92,63.17,320,4.60312,5.297178433599999,NA,1022.5,10,2017-01-09T10:00:00Z
ABQ,2017,1,9,4,33.08,21.92,63.17,10,4.60312,5.297178433599999,NA,1022.3,10,2017-01-09T11:00:00Z
ABQ,2017,1,9,5,33.08,21.92,63.17,10,5.7539,6.621473041999999,NA,1021.3,10,2017-01-09T12:00:00Z
ABQ,2017,1,9,6,33.08,21.92,63.17,360,5.7539,6.621473041999999,NA,1021,10,2017-01-09T13:00:00Z
ABQ,2017,1,9,7,30.92,23,72.12,100,4.60312,5.297178433599999,NA,1019.8,10,2017-01-09T14:00:00Z
ABQ,2017,1,9,8,33.98,21.92,60.93,0,0,0,NA,1018.4,10,2017-01-09T15:00:00Z
ABQ,2017,1,9,9,30.92,24.08,75.46,0,0,0,NA,1018.3,10,2017-01-09T16:00:00Z
ABQ,2017,1,9,10,28.94,23,78.18,310,3.4523399999999995,3.972883825199999,NA,1017.5,10,2017-01-09T17:00:00Z
ABQ,2017,1,9,11,26.06,21.92,84.1,0,0,0,NA,1017.3,10,2017-01-09T18:00:00Z
ABQ,2017,1,9,12,24.98,19.94,80.87,0,0,0,NA,1016.9,10,2017-01-09T19:00:00Z
ABQ,2017,1,9,13,24.08,19.94,83.96,130,3.4523399999999995,3.972883825199999,NA,1016.2,10,2017-01-09T20:00:00Z
ABQ,2017,1,9,14,26.06,21.92,84.1,340,9.20624,10.594356867199998,NA,1017.8,10,2017-01-09T21:00:00Z
ABQ,2017,1,9,15,30.92,23,72.12,80,5.7539,6.621473041999999,NA,1017.1,10,2017-01-09T22:00:00Z
ABQ,2017,1,9,16,33.98,24.98,69.28,160,4.60312,5.297178433599999,NA,1016.4,10,2017-01-09T23:00:00Z
ABQ,2017,1,9,17,37.94,21.92,52.09,270,6.904679999999999,7.945767650399998,NA,1015.3,10,2017-01-10T00:00:00Z
ABQ,2017,1,9,18,39.92,21.92,48.21,200,4.60312,5.297178433599999,NA,1013.3,10,2017-01-10T01:00:00Z
ABQ,2017,1,9,19,44.96,21.02,38.23,230,10.357019999999999,11.918651475599997,NA,1011.1,10,2017-01-10T02:00:00Z
ABQ,2017,1,9,20,46.04,23,39.9,240,10.357019999999999,11.918651475599997,NA,1008.9,10,2017-01-10T03:00:00Z
ABQ,2017,1,9,21,50,15.98,25.48,260,25.317159999999998,29.134481384799994,NA,1008.4,10,2017-01-10T04:00:00Z
