origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
ABQ,2017,4,3,21,60.98,12.92,14.96,320,17.261699999999998,19.864419125999994,NA,1007.5,10,2017-04-04T03:00:00Z
ABQ,2017,4,3,22,60.08,15.08,16.98,250,10.357019999999999,11.918651475599997,NA,1007.7,10,2017-04-04T04:00:00Z
ABQ,2017,4,3,23,60.08,15.08,16.98,310,20.714039999999997,23.837302951199995,NA,1009,10,2017-04-04T05:00:00Z
ABQ,2017,4,4,0,57.92,21.02,23.68,340,12.658579999999999,14.567240692399997,NA,1010.1,10,2017-04-04T06:00:00Z
ABQ,2017,4,4,1,55.94,21.02,25.43,320,25.317159999999998,29.134481384799994,NA,1011,10,2017-04-04T07:00:00Z
ABQ,2017,4,4,2,53.06,24.98,33.36,320,12.658579999999999,14.567240692399997,NA,1012.1,10,2017-04-04T08:00:00Z
ABQ,2017,4,4,3,51.98,26.06,36.31,310,11.5078,13.242946083999998,NA,1012.6,10,2017-04-04T09:00:00Z
ABQ,2017,4,4,4,50,24.98,37.36,300,6.904679999999999,7.945767650399998,NA,1012.6,10,2017-04-04T10:00:00Z
ABQ,2017,4,4,5,48.92,24.98,38.89,10,4.60312,5.297178433599999,NA,1012.7,10,2017-04-04T11:00:00Z
ABQ,2017,4,4,6,44.96,24.08,43.49,180,3.4523399999999995,3.972883825199999,NA,1014.2,10,2017-04-04T12:00:00Z
ABQ,2017,4,4,7,39.92,23,50.46,0,0,0,NA,1015.2,10,2017-04-04T13:00:00Z
ABQ,2017,4,4,8,42.08,24.08,48.56,160,3.4523399999999995,3.972883825199999,NA,1014.9,10,2017-04-04T14:00:00Z
ABQ,2017,4,4,9,39.02,23,52.26,0,0,0,NA,1015.4,10,2017-04-04T15:00:00Z
ABQ,2017,4,4,10,41,24.08,50.63,0,0,0,NA,1015.3,10,2017-04-04T16:00:00Z
ABQ,2017,4,4,11,37.04,23,56.48,70,3.4523399999999995,3.972883825199999,NA,1016.4,10,2017-04-04T17:00:00Z
ABQ,2017,4,4,12,39.02,24.98,56.77,310,3.4523399999999995,3.972883825199999,NA,1017,10,2017-04-04T18:00:00Z
ABQ,2017,4,4,13,42.08,23,46.41,350,8.05546,9.2700622588,NA,1017.8,10,2017-04-04T19:00:00Z
ABQ,2017,4,4,14,44.96,19.04,35.14,360,13.809359999999998,15.891535300799996,NA,1018.3,10,2017-04-04T20:00:00Z
ABQ,2017,4,4,15,48.02,17.96,29.88,340,11.5078,13.242946083999998,NA,1018.4,10,2017-04-04T21:00:00Z
ABQ,2017,4,4,16,53.06,17.96,24.79,10,9.20624,10.594356867199998,NA,1017.5,10,2017-04-04T22:00:00Z
ABQ,2017,4,4,17,55.94,8.96,15.02,NA,3.4523399999999995,3.972883825199999,NA,1016.6,10,2017-04-04T23:00:00Z
ABQ,2017,4,4,18,57.02,8.96,14.45,NA,3.4523399999999995,3.972883825199999,NA,1016,10,2017-04-05T00:00:00Z
ABQ,2017,4,4,19,60.08,6.08,11.37,220,9.20624,10.594356867199998,NA,1015.1,10,2017-04-05T01:00:00Z
ABQ,2017,4,4,20,62.06,5,10.09,270,10.357019999999999,11.918651475599997,NA,1013.7,10,2017-04-05T02:00:00Z
ABQ,2017,4,4,21,62.96,1.94,8.48,290,5.7539,6.621473041999999,NA,1012.5,10,2017-04-05T03:00:00Z
ABQ,2017,4,4,22,64.94,-0.94,6.92,240,11.5078,13.242946083999998,NA,1011.2,10,2017-04-05T04:00:00Z
ABQ,2017,4,4,23,64.04,-2.92,6.5,220,4.60312,5.297178433599999,NA,1011.1,10,2017-04-05T05:00:00Z
ABQ,2017,4,5,0,64.04,-4,6.17,290,9.20624,10.594356867199998,NA,1010.8,10,2017-04-05T06:00:00Z
ABQ,2017,4,5,1,60.98,-9.04,5.39,350,8.05546,9.2700622588,NA,1010.6,10,2017-04-05T07:00:00Z
ABQ,2017,4,5,2,57.92,-7.96,6.33,20,5.7539,6.621473041999999,NA,1010.9,10,2017-04-05T08:00:00Z
ABQ,2017,4,5,3,55.94,-5.98,7.49,230,5.7539,6.621473041999999,NA,1011.7,10,2017-04-05T09:00:00Z
ABQ,2017,4,5,4,46.04,-2.92,12.52,130,3.4523399999999995,3.972883825199999,NA,1011.7,10,2017-04-05T10:00:00Z
ABQ,2017,4,5,5,46.04,-0.04,14.34,130,6.904679999999999,7.945767650399998,NA,1010.7,10,2017-04-05T11:00:00Z
ABQ,2017,4,5,6,51.08,1.94,13.03,150,5.7539,6.621473041999999,NA,1009.7,10,2017-04-05T12:00:00Z
ABQ,2017,4,5,7,48.02,6.08,17.66,150,10.357019999999999,11.918651475599997,NA,1009.4,10,2017-04-05T13:00:00Z
ABQ,2017,4,5,8,44.96,8.06,21.69,140,3.4523399999999995,3.972883825199999,NA,1008.9,10,2017-04-05T14:00:00Z
ABQ,2017,4,5,9,41,8.06,25.25,130,4.60312,5.297178433599999,NA,1009.1,10,2017-04-05T15:00:00Z
ABQ,2017,4,5,10,39.92,10.94,29.95,120,11.5078,13.242946083999998,NA,1008.6,10,2017-04-05T16:00:00Z
ABQ,2017,4,5,11,42.98,12.02,27.92,180,5.7539,6.621473041999999,NA,1008.3,10,2017-04-05T17:00:00Z
ABQ,2017,4,5,12,42.08,12.02,28.9,0,0,0,NA,1008.4,10,2017-04-05T18:00:00Z
ABQ,2017,4,5,13,44.96,12.92,26.94,0,0,0,NA,1008.9,10,2017-04-05T19:00:00Z
ABQ,2017,4,5,14,48.92,10.94,21.25,200,4.60312,5.297178433599999,NA,1008.6,10,2017-04-05T20:00:00Z
ABQ,2017,4,5,15,53.06,6.98,15.26,240,6.904679999999999,7.945767650399998,NA,1008.3,10,2017-04-05T21:00:00Z
ABQ,2017,4,5,16,57.02,10.04,15.16,240,6.904679999999999,7.945767650399998,NA,1008.2,10,2017-04-05T22:00:00Z
ABQ,2017,4,5,17,60.08,8.96,12.95,240,16.11092,18.5401245176,NA,1007.1,10,2017-04-05T23:00:00Z
ABQ,2017,4,5,18,62.96,8.06,11.23,270,18.41248,21.188713734399997,NA,1004.8,10,2017-04-06T00:00:00Z
ABQ,2017,4,5,19,66.02,-0.04,6.95,260,13.809359999999998,15.891535300799996,NA,1003.7,10,2017-04-06T01:00:00Z
ABQ,2017,4,5,20,66.92,3.02,7.77,260,13.809359999999998,15.891535300799996,NA,1002.1,10,2017-04-06T02:00:00Z
ABQ,2017,4,5,21,68,3.92,7.8,270,23.0156,26.485892167999996,NA,1001.4,10,2017-04-06T03:00:00Z
ABQ,2017,4,5,22,69.08,5,7.9,280,20.714039999999997,23.837302951199995,NA,1000.6,10,2017-04-06T04:00:00Z
ABQ,2017,4,5,23,69.08,6.98,8.65,280,14.960139999999999,17.215829909199996,NA,1e3,10,2017-04-06T05:00:00Z
ABQ,2017,4,6,0,66.92,10.04,10.69,270,17.261699999999998,19.864419125999994,NA,1000.7,10,2017-04-06T06:00:00Z
ABQ,2017,4,6,1,64.04,12.92,13.43,270,14.960139999999999,17.215829909199996,NA,1001.3,10,2017-04-06T07:00:00Z
ABQ,2017,4,6,2,60.98,15.08,16.44,250,9.20624,10.594356867199998,NA,1002.4,10,2017-04-06T08:00:00Z
ABQ,2017,4,6,3,59,14,16.83,250,11.5078,13.242946083999998,NA,1003.3,10,2017-04-06T09:00:00Z
ABQ,2017,4,6,4,59,14,16.83,260,14.960139999999999,17.215829909199996,NA,1003.4,10,2017-04-06T10:00:00Z
ABQ,2017,4,6,5,57.02,12.92,17.23,250,11.5078,13.242946083999998,NA,1003.8,10,2017-04-06T11:00:00Z
ABQ,2017,4,6,6,55.94,12.92,17.92,190,14.960139999999999,17.215829909199996,NA,1004.5,10,2017-04-06T12:00:00Z
ABQ,2017,4,6,7,55.04,12.02,17.79,220,13.809359999999998,15.891535300799996,NA,1004.4,10,2017-04-06T13:00:00Z
ABQ,2017,4,6,8,53.96,10.94,17.64,230,12.658579999999999,14.567240692399997,NA,1004.7,10,2017-04-06T14:00:00Z
ABQ,2017,4,6,9,51.98,10.94,18.97,230,11.5078,13.242946083999998,NA,1005.3,10,2017-04-06T15:00:00Z
ABQ,2017,4,6,10,48.02,12.02,23.06,250,6.904679999999999,7.945767650399998,NA,1005.5,10,2017-04-06T16:00:00Z
ABQ,2017,4,6,11,48.02,12.92,24,250,4.60312,5.297178433599999,NA,1006.4,10,2017-04-06T17:00:00Z
ABQ,2017,4,6,12,41,12.02,30.13,150,8.05546,9.2700622588,NA,1008.5,10,2017-04-06T18:00:00Z
ABQ,2017,4,6,13,42.98,12.92,29.05,120,3.4523399999999995,3.972883825199999,NA,1009.3,10,2017-04-06T19:00:00Z
ABQ,2017,4,6,14,51.98,15.08,22.77,0,0,0,NA,1009.1,10,2017-04-06T20:00:00Z
ABQ,2017,4,6,15,55.04,15.98,21.17,0,0,0,NA,1009.3,10,2017-04-06T21:00:00Z
ABQ,2017,4,6,16,59,17.06,19.23,0,0,0,NA,1009.3,10,2017-04-06T22:00:00Z
ABQ,2017,4,6,17,62.06,14,15.09,340,8.05546,9.2700622588,NA,1009.2,10,2017-04-06T23:00:00Z
ABQ,2017,4,6,18,64.04,12.92,13.43,280,8.05546,9.2700622588,NA,1008.7,10,2017-04-07T00:00:00Z
ABQ,2017,4,6,19,64.94,10.94,11.92,NA,5.7539,6.621473041999999,NA,1007.9,10,2017-04-07T01:00:00Z
ABQ,2017,4,6,20,66.92,8.96,10.18,NA,4.60312,5.297178433599999,NA,1006.7,10,2017-04-07T02:00:00Z
ABQ,2017,4,6,21,69.08,8.96,9.45,250,12.658579999999999,14.567240692399997,NA,1006,10,2017-04-07T03:00:00Z
ABQ,2017,4,6,22,71.06,8.06,8.49,250,11.5078,13.242946083999998,NA,1005.4,10,2017-04-07T04:00:00Z
ABQ,2017,4,6,23,69.98,6.08,8.05,250,13.809359999999998,15.891535300799996,NA,1005.3,10,2017-04-07T05:00:00Z
ABQ,2017,4,7,0,69.98,8.06,8.8,280,10.357019999999999,11.918651475599997,NA,1005.6,10,2017-04-07T06:00:00Z
ABQ,2017,4,7,1,68,10.04,10.3,260,10.357019999999999,11.918651475599997,NA,1005.4,10,2017-04-07T07:00:00Z
ABQ,2017,4,7,2,66.02,10.04,11.03,0,0,0,NA,1005.3,10,2017-04-07T08:00:00Z
ABQ,2017,4,7,3,64.04,8.96,11.26,220,9.20624,10.594356867199998,NA,1005.7,10,2017-04-07T09:00:00Z
ABQ,2017,4,7,4,62.96,10.04,12.27,260,6.904679999999999,7.945767650399998,NA,1005.6,10,2017-04-07T10:00:00Z
ABQ,2017,4,7,5,62.06,14,15.09,250,6.904679999999999,7.945767650399998,NA,1006,10,2017-04-07T11:00:00Z
ABQ,2017,4,7,6,60.08,15.98,17.65,210,5.7539,6.621473041999999,NA,1006.6,10,2017-04-07T12:00:00Z
ABQ,2017,4,7,7,57.92,17.96,20.78,230,10.357019999999999,11.918651475599997,NA,1006.7,10,2017-04-07T13:00:00Z
ABQ,2017,4,7,8,55.94,15.08,19.7,200,5.7539,6.621473041999999,NA,1006.6,10,2017-04-07T14:00:00Z
ABQ,2017,4,7,9,50,15.08,24.5,0,0,0,NA,1007.1,10,2017-04-07T15:00:00Z
ABQ,2017,4,7,10,46.94,14,26.21,130,3.4523399999999995,3.972883825199999,NA,1007.2,10,2017-04-07T16:00:00Z
ABQ,2017,4,7,11,48.02,15.08,26.38,0,0,0,NA,1007.2,10,2017-04-07T17:00:00Z
ABQ,2017,4,7,12,44.96,15.98,30.79,150,5.7539,6.621473041999999,NA,1007.7,10,2017-04-07T18:00:00Z
ABQ,2017,4,7,13,51.98,17.06,24.81,0,0,0,NA,1007.7,10,2017-04-07T19:00:00Z
ABQ,2017,4,7,14,55.94,17.96,22.32,180,4.60312,5.297178433599999,NA,1007.5,10,2017-04-07T20:00:00Z
ABQ,2017,4,7,15,59,19.04,20.94,200,10.357019999999999,11.918651475599997,NA,1006.9,10,2017-04-07T21:00:00Z
ABQ,2017,4,7,16,62.06,19.04,18.78,240,11.5078,13.242946083999998,NA,1006.5,10,2017-04-07T22:00:00Z
ABQ,2017,4,7,17,64.94,19.04,16.97,230,24.166379999999997,27.810186776399995,NA,1005.5,10,2017-04-07T23:00:00Z
ABQ,2017,4,7,18,66.02,19.94,16.99,250,16.11092,18.5401245176,NA,1004.5,10,2017-04-08T00:00:00Z
ABQ,2017,4,7,19,71.06,12.92,10.54,260,27.618719999999996,31.78307060159999,NA,1002.6,10,2017-04-08T01:00:00Z
ABQ,2017,4,7,20,71.06,10.94,9.65,290,20.714039999999997,23.837302951199995,NA,1002,10,2017-04-08T02:00:00Z
ABQ,2017,4,7,21,71.96,10.94,9.36,260,20.714039999999997,23.837302951199995,NA,1001.9,10,2017-04-08T03:00:00Z
ABQ,2017,4,7,22,69.98,10.04,9.62,260,18.41248,21.188713734399997,NA,1002.2,10,2017-04-08T04:00:00Z
ABQ,2017,4,7,23,69.08,10.94,10.33,270,24.166379999999997,27.810186776399995,NA,1002.2,10,2017-04-08T05:00:00Z
ABQ,2017,4,8,0,68,12.02,11.25,260,14.960139999999999,17.215829909199996,NA,1002.8,10,2017-04-08T06:00:00Z
ABQ,2017,4,8,1,64.94,5,9.12,280,12.658579999999999,14.567240692399997,NA,1002.9,10,2017-04-08T07:00:00Z
ABQ,2017,4,8,2,60.98,6.98,11.47,260,9.20624,10.594356867199998,NA,1003.9,10,2017-04-08T08:00:00Z
ABQ,2017,4,8,3,57.92,6.08,12.28,250,9.20624,10.594356867199998,NA,1004.9,10,2017-04-08T09:00:00Z
ABQ,2017,4,8,4,57.92,10.94,15.28,260,13.809359999999998,15.891535300799996,NA,1005.4,10,2017-04-08T10:00:00Z
ABQ,2017,4,8,5,57.02,12.92,17.23,260,11.5078,13.242946083999998,NA,1006.1,10,2017-04-08T11:00:00Z
ABQ,2017,4,8,6,55.04,12.92,18.51,280,13.809359999999998,15.891535300799996,NA,1007.3,10,2017-04-08T12:00:00Z
ABQ,2017,4,8,7,53.06,6.98,15.26,310,12.658579999999999,14.567240692399997,NA,1008,10,2017-04-08T13:00:00Z
ABQ,2017,4,8,8,50,3.92,14.86,340,9.20624,10.594356867199998,NA,1008.6,10,2017-04-08T14:00:00Z
ABQ,2017,4,8,9,48.02,8.06,19.32,340,4.60312,5.297178433599999,NA,1008.9,10,2017-04-08T15:00:00Z
ABQ,2017,4,8,10,46.04,8.96,21.68,310,8.05546,9.2700622588,NA,1009.5,10,2017-04-08T16:00:00Z
ABQ,2017,4,8,11,44.96,12.02,25.89,20,3.4523399999999995,3.972883825199999,NA,1009.7,10,2017-04-08T17:00:00Z
ABQ,2017,4,8,12,44.06,14,29.23,20,5.7539,6.621473041999999,NA,1010.6,10,2017-04-08T18:00:00Z
ABQ,2017,4,8,13,46.94,15.08,27.47,10,6.904679999999999,7.945767650399998,NA,1011.1,10,2017-04-08T19:00:00Z
ABQ,2017,4,8,14,48.02,12.92,24,320,10.357019999999999,11.918651475599997,NA,1011.3,10,2017-04-08T20:00:00Z
ABQ,2017,4,8,15,51.98,14,21.72,330,5.7539,6.621473041999999,NA,1011,10,2017-04-08T21:00:00Z
ABQ,2017,4,8,16,55.94,10.94,16.41,NA,5.7539,6.621473041999999,NA,1009.9,10,2017-04-08T22:00:00Z
ABQ,2017,4,8,17,55.94,10.04,15.77,190,3.4523399999999995,3.972883825199999,NA,1009.3,10,2017-04-08T23:00:00Z
ABQ,2017,4,8,18,57.92,8.96,13.99,0,0,0,NA,1008.5,10,2017-04-09T00:00:00Z
ABQ,2017,4,8,19,60.98,8.06,12.04,250,4.60312,5.297178433599999,NA,1007.4,10,2017-04-09T01:00:00Z
ABQ,2017,4,8,20,62.06,5,10.09,170,8.05546,9.2700622588,NA,1006.2,10,2017-04-09T02:00:00Z
ABQ,2017,4,8,21,64.94,5,9.12,170,10.357019999999999,11.918651475599997,NA,1004.6,10,2017-04-09T03:00:00Z
ABQ,2017,4,8,22,66.92,5,8.51,190,18.41248,21.188713734399997,NA,1003.2,10,2017-04-09T04:00:00Z
ABQ,2017,4,8,23,68,6.08,8.61,210,13.809359999999998,15.891535300799996,NA,1002.5,10,2017-04-09T05:00:00Z
ABQ,2017,4,9,0,68,3.92,7.8,200,10.357019999999999,11.918651475599997,NA,1001.7,10,2017-04-09T06:00:00Z
ABQ,2017,4,9,1,64.04,6.08,9.88,170,10.357019999999999,11.918651475599997,NA,1001.6,10,2017-04-09T07:00:00Z
ABQ,2017,4,9,2,64.04,10.94,12.3,170,20.714039999999997,23.837302951199995,NA,1001.5,10,2017-04-09T08:00:00Z
ABQ,2017,4,9,3,64.94,12.92,13.01,200,11.5078,13.242946083999998,NA,1001.6,10,2017-04-09T09:00:00Z
ABQ,2017,4,9,4,62.06,8.96,12.07,230,5.7539,6.621473041999999,NA,1002,10,2017-04-09T10:00:00Z
ABQ,2017,4,9,5,60.08,6.08,11.37,240,4.60312,5.297178433599999,NA,1001.9,10,2017-04-09T11:00:00Z
ABQ,2017,4,9,6,55.94,12.02,17.22,130,5.7539,6.621473041999999,NA,1002.1,10,2017-04-09T12:00:00Z
ABQ,2017,4,9,7,57.92,12.92,16.68,210,3.4523399999999995,3.972883825199999,NA,1001.1,10,2017-04-09T13:00:00Z
ABQ,2017,4,9,8,53.06,15.98,22.75,130,6.904679999999999,7.945767650399998,NA,1001.3,10,2017-04-09T14:00:00Z
ABQ,2017,4,9,9,51.98,19.04,27.02,150,5.7539,6.621473041999999,NA,1000.9,10,2017-04-09T15:00:00Z
ABQ,2017,4,9,10,53.06,17.96,24.79,160,5.7539,6.621473041999999,NA,1000.2,10,2017-04-09T16:00:00Z
ABQ,2017,4,9,11,53.06,17.96,24.79,180,5.7539,6.621473041999999,NA,999.8,10,2017-04-09T17:00:00Z
ABQ,2017,4,9,12,51.98,19.04,27.02,180,6.904679999999999,7.945767650399998,NA,1000.1,10,2017-04-09T18:00:00Z
ABQ,2017,4,9,13,53.06,19.04,25.96,240,6.904679999999999,7.945767650399998,NA,1000.3,10,2017-04-09T19:00:00Z
ABQ,2017,4,9,14,53.06,19.04,25.96,150,4.60312,5.297178433599999,NA,1000.4,10,2017-04-09T20:00:00Z
ABQ,2017,4,9,15,53.96,19.94,26.11,200,8.05546,9.2700622588,NA,999.8,10,2017-04-09T21:00:00Z
ABQ,2017,4,9,16,57.02,21.02,24.46,220,14.960139999999999,17.215829909199996,NA,999.5,10,2017-04-09T22:00:00Z
ABQ,2017,4,9,17,55.94,19.04,23.37,250,12.658579999999999,14.567240692399997,NA,999.3,10,2017-04-09T23:00:00Z
ABQ,2017,4,9,18,55.4,21.2,26.13,250,12.658579999999999,14.567240692399997,NA,NA,10,2017-04-10T00:00:00Z
ABQ,2017,4,9,19,53.96,26.06,33.76,300,16.11092,18.5401245176,NA,999.6,10,2017-04-10T01:00:00Z
ABQ,2017,4,9,20,51.08,28.94,42.26,260,18.41248,21.188713734399997,NA,1000.6,10,2017-04-10T02:00:00Z
ABQ,2017,4,9,21,48.92,32,51.85,270,17.261699999999998,19.864419125999994,NA,1000.9,10,2017-04-10T03:00:00Z
ABQ,2017,4,9,22,42.98,37.94,82.24,270,13.809359999999998,15.891535300799996,0.04,1002.4,7,2017-04-10T04:00:00Z
ABQ,2017,4,9,23,41,37.04,85.67,230,9.20624,10.594356867199998,0.07,1002.8,10,2017-04-10T05:00:00Z
ABQ,2017,4,10,0,41,37.4,86.89,170,10.357019999999999,11.918651475599997,NA,NA,10,2017-04-10T06:00:00Z
ABQ,2017,4,10,1,42.08,35.96,78.74,150,11.5078,13.242946083999998,NA,1002,10,2017-04-10T07:00:00Z
ABQ,2017,4,10,2,41,35.96,82.09,130,5.7539,6.621473041999999,NA,1002.3,10,2017-04-10T08:00:00Z
ABQ,2017,4,10,3,42.98,35.06,73.39,210,11.5078,13.242946083999998,NA,1002.2,10,2017-04-10T09:00:00Z
ABQ,2017,4,10,4,42.98,32,64.93,250,12.658579999999999,14.567240692399997,NA,1001.5,10,2017-04-10T10:00:00Z
ABQ,2017,4,10,5,42.98,32,64.93,310,4.60312,5.297178433599999,NA,1001.5,10,2017-04-10T11:00:00Z
ABQ,2017,4,10,6,41,32,70.08,240,6.904679999999999,7.945767650399998,NA,1001.7,10,2017-04-10T12:00:00Z
ABQ,2017,4,10,7,39.92,28.94,64.54,250,13.809359999999998,15.891535300799996,NA,1002.4,10,2017-04-10T13:00:00Z
ABQ,2017,4,10,8,39.92,28.04,62.21,260,9.20624,10.594356867199998,NA,1003,10,2017-04-10T14:00:00Z
ABQ,2017,4,10,9,37.94,28.94,69.73,240,8.05546,9.2700622588,NA,1003.1,10,2017-04-10T15:00:00Z
ABQ,2017,4,10,10,37.94,26.96,64.29,240,9.20624,10.594356867199998,NA,1003.4,10,2017-04-10T16:00:00Z
ABQ,2017,4,10,11,35.96,26.96,69.51,50,4.60312,5.297178433599999,NA,1003.9,10,2017-04-10T17:00:00Z
ABQ,2017,4,10,12,37.04,26.06,64.17,230,6.904679999999999,7.945767650399998,NA,1004.2,10,2017-04-10T18:00:00Z
ABQ,2017,4,10,13,35.96,26.06,66.97,230,8.05546,9.2700622588,NA,1005,10,2017-04-10T19:00:00Z
ABQ,2017,4,10,14,42.08,6.08,22.14,270,27.618719999999996,31.78307060159999,NA,1004,10,2017-04-10T20:00:00Z
ABQ,2017,4,10,15,41,19.94,42.51,330,13.809359999999998,15.891535300799996,NA,1004.5,10,2017-04-10T21:00:00Z
ABQ,2017,4,10,16,42.08,14,31.54,320,21.864819999999998,25.161597559599997,NA,1004.7,10,2017-04-10T22:00:00Z
ABQ,2017,4,10,17,42.08,15.98,34.38,310,23.0156,26.485892167999996,NA,1005.1,10,2017-04-10T23:00:00Z
ABQ,2017,4,10,18,46.04,17.06,30.97,300,20.714039999999997,23.837302951199995,NA,1004.6,10,2017-04-11T00:00:00Z
ABQ,2017,4,10,19,48.02,17.96,29.88,320,24.166379999999997,27.810186776399995,NA,1005.2,10,2017-04-11T01:00:00Z
ABQ,2017,4,10,20,48.92,19.04,30.27,300,16.11092,18.5401245176,NA,1005.4,10,2017-04-11T02:00:00Z
ABQ,2017,4,10,21,51.08,17.06,25.65,300,21.864819999999998,25.161597559599997,NA,1005.3,10,2017-04-11T03:00:00Z
ABQ,2017,4,10,22,53.06,15.08,21.88,300,26.46794,30.458775993199996,NA,1005.7,10,2017-04-11T04:00:00Z
ABQ,2017,4,10,23,53.06,12.92,19.9,300,27.618719999999996,31.78307060159999,NA,1006.9,10,2017-04-11T05:00:00Z
ABQ,2017,4,11,0,51.98,12.92,20.71,310,19.56326,22.5130083428,NA,1008,10,2017-04-11T06:00:00Z
ABQ,2017,4,11,1,48.92,15.08,25.51,310,19.56326,22.5130083428,NA,1009.7,10,2017-04-11T07:00:00Z
ABQ,2017,4,11,2,46.94,15.98,28.57,310,12.658579999999999,14.567240692399997,NA,1010.7,10,2017-04-11T08:00:00Z
ABQ,2017,4,11,3,44.96,17.06,32.27,320,11.5078,13.242946083999998,NA,1012.3,10,2017-04-11T09:00:00Z
ABQ,2017,4,11,4,44.06,17.06,33.4,330,10.357019999999999,11.918651475599997,NA,1012.6,10,2017-04-11T10:00:00Z
ABQ,2017,4,11,5,42.08,17.96,37.46,320,8.05546,9.2700622588,NA,1013.5,10,2017-04-11T11:00:00Z
ABQ,2017,4,11,6,41,17.96,39.05,320,3.4523399999999995,3.972883825199999,NA,1013.6,10,2017-04-11T12:00:00Z
ABQ,2017,4,11,7,41,17.96,39.05,30,3.4523399999999995,3.972883825199999,NA,1013.7,10,2017-04-11T13:00:00Z
ABQ,2017,4,11,8,42.08,15.08,33.06,290,14.960139999999999,17.215829909199996,NA,1013.8,10,2017-04-11T14:00:00Z
ABQ,2017,4,11,9,39.92,15.08,35.95,330,5.7539,6.621473041999999,NA,1014.6,10,2017-04-11T15:00:00Z
ABQ,2017,4,11,10,39.02,14,35.51,350,10.357019999999999,11.918651475599997,NA,1015.2,10,2017-04-11T16:00:00Z
ABQ,2017,4,11,11,37.04,14,38.38,350,5.7539,6.621473041999999,NA,1015.7,10,2017-04-11T17:00:00Z
ABQ,2017,4,11,12,37.94,14,37.05,340,3.4523399999999995,3.972883825199999,NA,1016.5,10,2017-04-11T18:00:00Z
ABQ,2017,4,11,13,39.02,12.92,33.87,0,0,0,NA,1018,10,2017-04-11T19:00:00Z
ABQ,2017,4,11,14,41,14,32.88,360,3.4523399999999995,3.972883825199999,NA,1018.4,10,2017-04-11T20:00:00Z
ABQ,2017,4,11,15,44.06,10.04,24.53,290,13.809359999999998,15.891535300799996,NA,1018.2,10,2017-04-11T21:00:00Z
ABQ,2017,4,11,16,46.94,8.06,20.12,330,20.714039999999997,23.837302951199995,NA,1017.6,10,2017-04-11T22:00:00Z
ABQ,2017,4,11,17,48.92,8.06,18.68,290,23.0156,26.485892167999996,NA,1017.1,10,2017-04-11T23:00:00Z
ABQ,2017,4,11,18,51.08,6.08,15.76,320,23.0156,26.485892167999996,NA,1016.7,10,2017-04-12T00:00:00Z
ABQ,2017,4,11,19,51.98,5,14.51,320,24.166379999999997,27.810186776399995,NA,1015.9,10,2017-04-12T01:00:00Z
ABQ,2017,4,11,20,53.06,1.04,11.61,320,24.166379999999997,27.810186776399995,NA,1015.8,10,2017-04-12T02:00:00Z
ABQ,2017,4,11,21,51.98,3.02,13.25,320,32.22184,37.0802490352,NA,1016.3,10,2017-04-12T03:00:00Z
ABQ,2017,4,11,22,51.98,1.94,12.6,310,27.618719999999996,31.78307060159999,NA,1016.3,10,2017-04-12T04:00:00Z
ABQ,2017,4,11,23,50,3.92,14.86,310,24.166379999999997,27.810186776399995,NA,1017.5,10,2017-04-12T05:00:00Z
ABQ,2017,4,12,0,48.02,3.02,15.35,290,21.864819999999998,25.161597559599997,NA,1018.4,10,2017-04-12T06:00:00Z
ABQ,2017,4,12,1,46.04,6.08,19.03,320,20.714039999999997,23.837302951199995,NA,1019.6,10,2017-04-12T07:00:00Z
ABQ,2017,4,12,2,44.06,6.08,20.52,310,18.41248,21.188713734399997,NA,1020.9,10,2017-04-12T08:00:00Z
ABQ,2017,4,12,3,42.98,6.08,21.38,320,10.357019999999999,11.918651475599997,NA,1022,10,2017-04-12T09:00:00Z
ABQ,2017,4,12,4,41,6.98,24.04,310,16.11092,18.5401245176,NA,1022.3,10,2017-04-12T10:00:00Z
ABQ,2017,4,12,5,39.02,8.06,27.27,340,12.658579999999999,14.567240692399997,NA,1022.6,10,2017-04-12T11:00:00Z
ABQ,2017,4,12,6,37.94,10.04,31.09,310,4.60312,5.297178433599999,NA,1023.3,10,2017-04-12T12:00:00Z
ABQ,2017,4,12,7,35.96,19.04,49.83,60,3.4523399999999995,3.972883825199999,NA,1024.2,10,2017-04-12T13:00:00Z
ABQ,2017,4,12,8,35.06,24.08,63.91,110,9.20624,10.594356867199998,NA,1024.3,10,2017-04-12T14:00:00Z
ABQ,2017,4,12,9,33.98,23,63.77,300,3.4523399999999995,3.972883825199999,NA,1025.2,10,2017-04-12T15:00:00Z
ABQ,2017,4,12,10,33.98,24.08,66.72,360,8.05546,9.2700622588,NA,1025.6,10,2017-04-12T16:00:00Z
ABQ,2017,4,12,11,33.08,26.96,77.96,40,5.7539,6.621473041999999,NA,1026.4,10,2017-04-12T17:00:00Z
ABQ,2017,4,12,12,33.08,28.04,81.5,330,8.05546,9.2700622588,NA,1027.1,10,2017-04-12T18:00:00Z
ABQ,2017,4,12,13,35.06,28.04,75.31,330,10.357019999999999,11.918651475599997,NA,1028,10,2017-04-12T19:00:00Z
ABQ,2017,4,12,14,37.04,24.08,59.09,340,8.05546,9.2700622588,NA,1028.8,10,2017-04-12T20:00:00Z
